WorkerId,Input.object_name,Input.object_description,Answer.colour,Answer.disposition,Answer.function,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
A201U6OACI4229,backpack,a bag carried by a strap on your back or shoulder,"Red, blue, black, grey, green, silver, camo, pink","Durable, water-resistant, flexible, lightweight","To carry books, laptops, clothes, supplies, gear, or travel essentials",50.0,5.0,true,false,false,false,false,false,40.0,5.0,true,false,false,false,false,false,"School, bedroom, closet, office, bus/train station, airport, classroom, garage","Nylon, polyester, canvas, leather, plastic, mesh","Plain, striped, camouflage, printed, checkered, polka-dotted","Rectangular, cylindrical, oval, square",na,na,false,false,false,true,"Smooth, rough, padded, mesh-like",50.0,20.0,true,false,false,false,1.0,0.3,false,true,false,false,false,25.0,4.0,false,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,na,[],"['black', 'blue', 'green', 'grey', 'pink', 'red', 'silver']","['leather', 'plastic']","['cylindrical', 'oval', 'rectangle', 'square']","['polka-dotted', 'striped']","['bedroom', 'classroom', 'closet', 'garage', 'office']","['durable', 'flexible', 'lightweight', 'water-resistant']"
AWVVKWVQIO2Q7,backpack,a bag carried by a strap on your back or shoulder,"Black, blue, red, gray, green.","Durable, water-resistant, flexible, portable.","To carry books, laptops, clothes, food, gear; storage and transport.",15.0,5.0,true,false,false,false,false,false,45.0,10.0,true,false,false,false,false,false,"School, office, hiking trails, airports, closets, bedrooms.","Nylon, polyester, canvas, leather, plastic, mesh.","Plain, striped, camouflage, polka dots, printed graphics logos.","Rectangular, cylindrical, oval contoured, boxy.",na,na,false,false,false,true,"Smooth nylon polyester, coarse canvas, padded straps.",40.0,30.0,true,false,false,false,0.8,0.3,false,true,false,false,false,30.0,5.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,[],"['black', 'blue', 'green', 'grey', 'red']","['leather', 'plastic']","['cylindrical', 'oval', 'rectangle']",['striped'],['office'],"['durable', 'flexible', 'portable', 'water-resistant']"
A2Q5QVGC4OJI7L,backpack,a bag carried by a strap on your back or shoulder,"Black, blue, grey, red, green, brown, multi-color","Portable, spacious, durable, functional, organized, secure (zippers), comfortable (straps), versatile","Carrying items, transporting books, travel, hiking, commuting, storing gear, school bag, day pack",20.0,8.0,true,false,false,false,false,false,45.0,15.0,true,false,false,false,false,false,"Back (worn), floor, closet, school, airport, trail, office, gym","Nylon, polyester, canvas, leather, synthetic fabric, zippers, buckles, foam (padding)","Solid color, camouflage, plaid, stripes, geometric, brand logo","Rectangular, rounded, cylindrical (duffel style), tapered (top)",25.0,20.0,true,false,false,false,"Fabric, smooth, rugged, padded (straps), zippered, woven, mesh",70.0,50.0,true,false,false,false,0.8,0.5,false,true,false,false,false,30.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['woven'],"['black', 'blue', 'green', 'grey', 'red', 'seal brown']","['fabric', 'leather']","['cylindrical', 'rectangle']",[],"['closet', 'office']","['comfortable', 'durable', 'functional', 'portable', 'versatile']"
AKP1T71KS9Y57,umbrella,a lightweight handheld collapsible canopy,"Red, blue, black, gray, yellow, green, transparent, multicolored","Water-repellent, foldable, lightweight, sometimes fragile (depending on quality)",To provide protection from rain or sunlight,85.0,10.0,true,false,false,false,false,false,60.0,10.0,true,false,false,false,false,false,"Entryway, car, office, closet, backpack, umbrella stand, shop","Nylon or polyester (canopy), aluminum or steel (shaft), plastic or rubber (handle)","Plain, striped, polka-dotted, floral, branded, checkered","Circular (canopy), cylindrical (handle/shaft), cone-like when open",na,na,false,false,false,true,"Smooth (canopy), rubbery or plastic (handle), slightly rough (metal shaft)",20.0,10.0,true,false,false,false,450.0,100.0,true,false,false,false,false,105.0,15.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,[],"['black', 'blue', 'green', 'grey', 'multicolored', 'red', 'yellow']","['plastic', 'rubber']","['circular', 'cylindrical']","['polka-dotted', 'striped']","['closet', 'office']","['fragile', 'lightweight', 'water-resistant']"
A3792O2ZL9C60C,umbrella,a lightweight handheld collapsible canopy,"- Various colors such as red, blue, black, silver, and more - Often bright and vibrant to enhance visibility",- Water-repellent or waterproof - Wind-resistant (to a certain extent) - Portable and collapsible for easy storage,- Provides protection from rain or sun - Portable shelter for outdoor activities,100.0,15.0,false,false,false,false,false,false,na,40.0,false,false,true,false,false,false,"- Frequently found in bags, cars, or near entrances - Commonly used outdoors in rain or sun","- Waterproof or water-resistant fabric (e.g., nylon, polyester) - Lightweight metal or fiberglass ribs - Ergonomic handle made of plastic, rubber, or wood","- Plain, striped, polka-dotted, or other decorative designs - Often personalized or themed for branding or style",- Dome-shaped or compactly folded when closed - Typically circular or oval when open,-0.15,na,false,true,false,false,- Smooth canopy surface - Ribbed or grooved handle for grip,30.0,12.5,true,false,false,false,100.0,15.0,true,false,false,false,false,125.0,15.0,true,false,false,false,false,false,na,inches,fahrenheit,US dollars,grams,centimeters,['grooved'],"['black', 'blue', 'red', 'silver']","['fabric', 'metal', 'plastic', 'rubber', 'wood']","['circular', 'oval']","['polka-dotted', 'striped']",[],"['portable', 'water-resistant', 'weather-resistant']"
A7NIY2KI0R6TX,umbrella,a lightweight handheld collapsible canopy,"Black, navy, grey, red, blue","Water-repellent, collapsible, portable, fragile (in wind), protective, utilitarian","Providing shade, shielding from rain, protection from sun, walking aid (some), fashion accessory",5.0,2.0,true,false,false,false,false,false,30.0,10.0,true,false,false,false,false,false,"Doorway, car, closet, bag, office, restaurant, rain","Nylon, polyester, metal (frame), plastic (handle), fiberglass (ribs)","Solid color, striped, checkered, floral, logo","Round (when open), cylindrical (when closed), curved, pointed (top)",25.0,15.0,true,false,false,false,"Smooth, water-repellent, fabric, metallic, plastic (handle)",20.0,15.0,true,false,false,false,0.4,0.2,false,true,false,false,false,100.0,20.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'grey', 'navy blue', 'red']","['metal', 'plastic']","['cylindrical', 'round']",['striped'],"['closet', 'doorway', 'office', 'restaurant']","['fragile', 'portable', 'protective', 'utilitarian', 'water-resistant']"
A1B9GN2OMXHHZW,handbag,a container used for carrying money and small personal items or accessories (especially by women),"Black, brown, beige, white, red, blue, green, pink, gold, silver, patterned","Portable, fashionable, spacious, organized, personal, durable (some types), stylish, accessory, versatile, protective","Carrying essentials (wallet, phone, keys), fashion accessory, organizing items, expressing style, gift-giving, securing valuables",20.0,10.0,true,false,false,false,false,false,30.0,15.0,true,false,false,false,false,false,"On a shoulder, arm, hand, desk, table, chair, closet, store, car, restaurant","Leather, synthetic leather, canvas, cotton, nylon, polyester, straw, metal (hardware), plastic, fabric","Solid color, monogram, floral, geometric, animal print, quilted, striped, logo patterns","Rectangular, square, oval, round, hobo, tote, clutch, satchel, cross-body",25.0,15.0,true,false,false,false,"Smooth, pebbled, grainy, soft, rigid, woven, quilted, metallic, glossy, matte, suede, fuzzy",100.0,75.0,true,false,false,false,0.5,0.3,false,true,false,false,false,10.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['woven'],"['black', 'blue', 'green', 'or', 'pink', 'red', 'seal brown', 'silver', 'white']","['fabric', 'leather', 'metal', 'plastic']","['oval', 'rectangle', 'round', 'square']",['striped'],"['closet', 'restaurant']","['durable', 'fashionable', 'personal', 'portable', 'protective', 'versatile']"
A2A4G6FTZ06LAD,handbag,a container used for carrying money and small personal items or accessories (especially by women),SILVER,fragile,bread,6.0,na,false,false,false,false,true,false,8.0,na,false,false,false,false,true,false,GARAGE,PLASTIC,PLAIN,RECTANGULAR,6.0,na,false,true,false,false,ROUGH,6.0,na,false,true,false,false,7.0,na,false,false,false,false,true,7.0,na,false,false,false,false,true,false,millimeters,millimeters,fahrenheit,euros,pounds,millimeters,[],['silver'],['plastic'],['rectangle'],[],['garage'],['fragile']
A2KWT44YJOGVDJ,handbag,a container used for carrying money and small personal items or accessories (especially by women),"Black, brown, beige, red, blue.","Durable, flexible, portable, occasionally delicate especially with designer bags.","To carry small personal items such as money, phone, keys, makeup.",25.0,8.0,true,false,false,false,false,false,30.0,10.0,true,false,false,false,false,false,"Bedroom, closet, handbag store, department store, office, restaurant, public transport.","Leather, faux leather, canvas, nylon, polyester, suede, metal.","Plain, striped, floral, polka-dotted, animal print, monogrammed.","Rectangular, square, trapezoidal, cylindrical, oval.",na,na,false,false,false,true,"Smooth, pebbled, quilted, suede-like, rough.",75.0,50.0,true,false,false,false,0.8,0.5,false,true,false,false,false,10.0,4.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,[],"['black', 'blue', 'red', 'seal brown']","['leather', 'metal']","['cylindrical', 'oval', 'rectangle', 'square']","['polka-dotted', 'striped']","['bedroom', 'closet', 'office', 'restaurant']","['durable', 'flexible', 'portable']"
AAMRAPSXKI150,tie,neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front,"RED, BLUE",Durable,To use in physical education,7.1,0.1,true,false,false,false,false,false,7.1,0.1,true,false,false,false,false,false,"Garage, Basement",Rubber bladder,PLAIN,CYLINDRICAL,20.0,5.0,true,false,false,false,ROUGH,15.0,7.0,true,false,false,false,0.16,0.01,false,true,false,false,false,7.1,0.1,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['blue', 'red']",['rubber'],['cylindrical'],[],"['basement', 'garage']",['durable']
A1VBEO78ZW3BYO,tie,neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front,"red, blue, silver, black, navy, burgundy, green","flexible, delicate, wrinkle-prone","fashion accessory, formalwear, professional attire",na,na,false,false,false,false,false,true,145.0,10.0,true,false,false,false,false,false,"closet, wardrobe, dresser, retail clothing stores, dry cleaner","silk, polyester, cotton, wool, linen","plain, striped, dotted, paisley, checkered, geometric","rectangular, tapered",na,na,false,false,false,true,"smooth, silky, slightly rough",25.0,15.0,true,false,false,false,50.0,10.0,true,false,false,false,false,75.0,2.0,true,false,false,false,false,false,na,centimeters,na,US dollars,grams,centimeters,[],"['black', 'blue', 'green', 'navy blue', 'red', 'silver']",[],['rectangle'],"['dotted', 'paisley', 'striped']",['closet'],['flexible']
A3CWQHLZEI742D,tie,neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front,"Red, blue, black, grey, navy, maroon, green, yellow, brown, purple, silver, gold, patterned","Formal, elegant, professional, stylish, neat, delicate (silk), complementary, fashionable","To complete formal attire, to signify professionalism, to add style/color to an outfit, to cover shirt buttons, to distinguish uniforms, to express personality",na,na,false,false,false,false,false,true,145.0,15.0,true,false,false,false,false,false,"Neck (worn), closet, dresser drawer, wardrobe, clothing store, laundry basket, dry cleaner, briefcase, suit jacket pocket","Silk, polyester, wool, cotton, linen, cashmere, microfiber, satin","Solid, striped, polka dot, plaid, paisley, floral, geometric, abstract, novelty (e.g., cartoon characters, hobbies)","Long, narrow, pointed (at the end), tapered, wide (at bottom), slender (at top), knotted",25.0,10.0,true,false,false,false,"Smooth, silky, woven, textured, ribbed, knitted, soft, rough (some materials)",50.0,40.0,true,false,false,false,0.1,0.05,false,true,false,false,false,8.0,3.0,true,false,false,false,false,false,na,centimeters,celsius,US dollars,kilograms,centimeters,"['knitted', 'woven']","['black', 'blue', 'green', 'grey', 'navy blue', 'or', 'purple', 'red', 'seal brown', 'silver', 'yellow']",[],[],"['paisley', 'striped']",['closet'],"['elegant', 'fashionable', 'professional']"
A8GSWCGIL3IJ5,suitcase,a portable rectangular container for carrying clothes,"Red, blue, silver, black, gray, brown, navy","Durable, water-resistant, impact-resistant, lightweight",To store and transport clothes and personal items during travel,25.0,5.0,true,false,false,false,false,false,60.0,10.0,true,false,false,false,false,false,"Closet, bedroom, garage, airport, luggage store, hotel room","plastic, metal, fabric, leather","Plain, striped, checkered, printed logos, geometric, solid colors","rectangular, cylindrical, square",na,na,false,false,false,true,"smooth, slightly rough, patterned plastic, matte",100.0,50.0,true,false,false,false,3.5,1.5,false,true,false,false,false,40.0,5.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,[],"['black', 'blue', 'grey', 'navy blue', 'red', 'seal brown', 'silver']","['fabric', 'leather', 'metal', 'plastic']","['cylindrical', 'rectangle', 'square']",['striped'],"['bedroom', 'closet', 'garage', 'hotel']","['durable', 'impact-resistant', 'lightweight', 'water-resistant']"
A1B9GN2OMXHHZW,suitcase,a portable rectangular container for carrying clothes,"Black, grey, blue, red, silver, dark green, pink, purple, patterned","Durable, portable, wheeled, spacious, lockable, protective, organized, expandable, lightweight (some models), tough","Carrying clothes/personal items, travel, packing, storing, organizing belongings, transporting, protecting contents",25.0,10.0,true,false,false,false,false,false,60.0,20.0,true,false,false,false,false,false,"Airport, train station, hotel room, bedroom (closet, under bed), car trunk, luggage carousel, vacation destination, train/bus/plane","Polycarbonate, ABS plastic, aluminum, nylon, polyester, leather, fabric, zippers, wheels (plastic/rubber), metal (handle)","Solid color, ribbed design, brand logo, diagonal lines, abstract patterns, camouflage, polka dot, striped","Rectangular, boxy, elongated, rounded corners, compact, expandable",25.0,20.0,true,false,false,false,"Smooth (hard-shell), fabric (soft-shell), ribbed, textured, zippered, metallic, woven",150.0,100.0,true,false,false,false,3.0,2.0,false,true,false,false,false,40.0,15.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['woven'],"['black', 'blue', 'green', 'grey', 'pink', 'purple', 'red', 'silver']","['fabric', 'leather', 'metal', 'plastic', 'rubber']",['rectangle'],['striped'],"['bedroom', 'closet', 'hotel']","['durable', 'lightweight', 'portable', 'protective', 'tough']"
